id;estado;setor;faturamento_informado;divida_total_pj;score;taxa;atraso_corrente;prazo;valor_contrato;valor_contrato_mais_juros;valor_em_aberto
95148;RS;VAREJO;160000;416000;404;3,822;0;12,6;55798,176;63109,8;0
104185;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;100000;348000;625;3,738;0;12,6;44631,8985;49997,52;0
104201;SP;VAREJO;25000;3000;148;6,7725;0;5,25;10800,783;12253,95;0
107803;SP;VAREJO;100000;170000;701;4,389;0;12,6;33291,5835;38888,04;0
118654;PB;TELECOM;30000;8000;539;5,019;0;12,6;16648,0335;20457,24;0
123518;MG;SERVICOS DE EDUCACAO;28000;2000;137;6,5415;0;6,3;5423,9535;6163,14;0
132927;MS;VAREJO;48000;81000;305;4,914;0;12,6;5584,3935;6938,4;0
139692;SP;ATACADO;136000;32000;413;4,3785;1064;12,6;33292,4655;38974,32;22447,2
143085;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;24000;10000;234;5,7225;0;12,6;7769,412;9997,44;0
157261;SP;VAREJO;42000;43000;278;5,46;0;9,45;6604,332;7846,74;0
163598;MA;ATACADO;35000;0;332;5,124;1129;12,6;8877,813;10804,56;8951,29
173174;RS;VAREJO;25000;0;268;5,3445;0;12,6;5548,62;6831,48;0
175698;RS;SERVICOS ADMINISTRATIVOS;41000;45000;380;4,6935;0;9,45;22021,356;25510,32;0
712;SP;VAREJO;23000;26185;362;4,5675;0;12,6;16646,154;19675,44;0
7466;AM;SERVICOS DE ALOJAMENTO/ALIMENTACAO;90000;0;324;5,2395;0;12,6;11157,783;13579,44;0
48153;SP;SERVICOS PROFISSIONAIS E TECNICOS;25000;4000;439;5,103;0;12,6;11097,429;13505,88;0
50839;SP;SIDERURGICA-METALURGIA;29000;0;317;5,2815;0;12,6;9988,3455;12383,52;0
52016;SP;INDUSTRIA DIGITAL;50000;5000;543;4,851;0;12,6;22197,378;27005,88;0
58760;SP;SERVICOS PROFISSIONAIS E TECNICOS;80000;149000;606;4,2105;0;8,4;21818,5275;23871,6;0
60111;SP;VAREJO;200000;814000;525;4,1055;0;12,6;44649,654;51744;0
61230;MG;VAREJO;28000;0;375;5,019;0;12,6;11097,1875;13410,6;0
65485;SP;TELECOM;98000;22000;503;4,284;0;18,9;57301,4505;71967,06;0
72411;PA;VAREJO;68000;26000;360;4,893;0;12,6;5548,704;6674,76;0
102535;SP;VAREJO;70000;38000;363;4,9875;101;12,6;16647,6135;20352,24;7088,61
109070;MG;VAREJO;110000;108000;339;4,2945;1147;12,6;33291,4365;38658;28915,58
110828;MG;SERVICOS PROFISSIONAIS E TECNICOS;12000;0;489;4,956;0;12,6;11099,235;13673,64;0
149693;MG;VAREJO;178000;38000;609;4,578;0;12,6;22321,278;26435,64;0
159728;RJ;TELECOM;70000;0;304;4,893;1158;12,6;11159,2845;13395;12278,75
160532;SC;INDUSTRIA DA CONSTRUCAO;736270;23000;159;4,7565;0;6,3;16224,3165;17507,52;0
1338;RS;SERVICOS DIVERSOS;50000;163000;633;4,0005;0;6,3;21634,053;22812,96;0
15689;RJ;SERVICOS ADMINISTRATIVOS;180000;72000;219;5,145;0;12,6;5583,7005;7003,44;0
18381;SP;ATACADO;33300;22000;833;5,082;0;12,6;3329,781;4133,28;0
21607;SP;TRANSPORTE;800000;1188000;103;4,704;0;8,4;54750,759;60730,64;0
22350;AC;ATACADO;70000;46000;449;4,7145;0;12,6;39054,4035;46268,88;0
46500;SP;VAREJO;100500;93000;421;4,5675;0;12,6;55845,3;67927,68;0
58485;AM;TELECOM;26000;101000;679;4,935;0;18,9;22760,619;30374,64;0
61255;SP;SERVICOS PROFISSIONAIS E TECNICOS;30000;0;325;5,2605;0;12,6;5549,838;6995,16;0
86303;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;65000;3000;280;4,977;0;9,45;10955,8995;12566,7;0
144029;SP;VAREJO;150000;42000;475;4,62;0;6,3;32550,168;35097,96;0
156171;PR;VAREJO;70000;0;337;5,145;1014;12,6;11097,03;13488,12;6663,63
178112;SP;SERVICOS ADMINISTRATIVOS;25000;153000;431;5,1975;0;12,6;11162,76;13802,28;0
3061;RJ;INDUSTRIA DA CONSTRUCAO;70000;27000;510;4,515;0;12,6;11099,508;13348,32;0
14816;SP;VAREJO;30000;5000;416;4,599;839;12,6;22196,9895;26572,08;4378,81
17010;PA;SERVICOS PROFISSIONAIS E TECNICOS;48000;2000;328;5,712;0;4,2;5362,4235;5761,08;0
44843;SP;BENS DE CONSUMO;200000;10000;459;4,5675;0;6,3;21705,789;23567,16;0
46096;RS;INDUSTRIA DA CONSTRUCAO;13000;0;484;5,3025;0;12,6;5580,0675;6876;0
56681;SP;VAREJO;170000;287000;804;3,8115;0;12,6;44638,8495;50443,08;0
65658;PR;VAREJO;15000;3000;489;4,977;0;12,6;5579,973;6746,28;0
73765;SP;SERVICOS PROFISSIONAIS E TECNICOS;55000;53000;466;4,893;0;12,6;27743,4675;33373,92;0
89106;SP;SIDERURGICA-METALURGIA;300000;906000;529;3,9585;0;15,75;79175,313;93313,05;0
90817;PR;VAREJO;60000;14000;305;5,1345;0;6,3;5427,387;6048;0
92511;SP;TELECOM;40000;36000;334;5,46;0;12,6;11097,2085;13741,92;0
98309;SP;SERVICOS DIVERSOS;420000;405000;268;3,7065;834;12,6;111627,2325;126450,36;11686,78
107812;SP;VAREJO;50000;0;332;5,2185;0;12,6;11158,8225;13616,76;0
114470;PE;SERVICOS ADMINISTRATIVOS;200000;160000;172;3,9375;1207;6,3;59680,656;63086,94;52572,45
118143;RJ;TRANSPORTE;11000;906;370;5,3235;930;12,6;5549,4915;6966,12;719,17
128833;SP;VAREJO;80000;294000;665;3,99;0;12,6;22193,6505;25266,96;0
140037;PE;VAREJO;25000;0;373;5,1975;38;8,4;8730,057;10290,72;6335,24
142322;PA;TEXTEIS;18000;0;480;5,019;1060;12,6;5548,8825;6748,8;3936,8
171988;PB;BENS DE CONSUMO;30000;0;269;5,124;0;12,6;11097,387;13523,88;0
2462;SP;VAREJO;30000;40000;432;5,1135;91;12,6;16646,007;20258,76;1899,08
5186;ES;VAREJO;380000;4000;475;3,906;0;6,3;54318,768;59285,4;0
5582;SP;SIDERURGICA-METALURGIA;350000;169000;254;4,6095;0;12,6;27920,3295;33960,96;0
6536;SP;SERVICOS DE SAUDE;30000;965;834;4,536;0;12,6;33469,4325;39012,72;0
19714;RJ;VAREJO;10000;0;580;5,4285;0;12,6;5549,1555;6950,28;0
27314;RJ;ATACADO;40000;0;673;4,8825;0;12,6;16738,638;20067,6;0
36827;BA;VAREJO;30000;5000;538;4,7565;0;12,6;11098,752;13436,64;0
47622;RS;VAREJO;50000;13000;392;4,956;230;12,6;11095,917;13201,56;2517,13
64709;GO;ATACADO;150000;294000;358;3,8745;1242;6,3;54273,8385;57811,14;28905,57
71038;SP;VAREJO;200000;359000;847;4,095;1228;12,6;55817,286;64813,68;48610,26
107890;SP;VAREJO;120000;489000;665;3,9585;0;18,9;68765,7075;84432,42;0
109028;AC;VAREJO;90000;78000;141;5,859;0;12,6;22318,338;28245,48;0
137273;PB;VAREJO;1067490;152000;170;4,5045;0;12,6;39048,744;45516,12;7384,16
146218;SP;SERVICOS PROFISSIONAIS E TECNICOS;23000;0;531;4,956;0;12,6;7815,6855;9615,72;0
164382;SP;INDUSTRIA DIGITAL;20000;35000;447;4,9665;0;12,6;6660,15;8298,96;0
166780;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;65000;26000;403;4,6515;1137;12,6;11099,76;13497,12;12372,36
169693;DF;SERVICOS PROFISSIONAIS E TECNICOS;20000;18000;346;5,3235;0;12,6;11097,9645;13759,2;0
26931;AM;VAREJO;20000;0;244;5,3025;0;12,6;5579,28;6829,68;0
37477;SP;SERVICOS ADMINISTRATIVOS;19000;0;413;5,25;0;12,6;5549,943;7004,88;0
47998;SP;INDUSTRIA DA CONSTRUCAO;30000;33000;257;4,893;0;12,6;11097,3975;13349,64;0
56687;GO;SERVICOS ADMINISTRATIVOS;60000;543;371;4,809;1347;6,3;16224,5685;17565,18;14527,69
72652;PE;SERVICOS PROFISSIONAIS E TECNICOS;30000;0;660;4,8825;0;12,6;22316,721;26689,44;0
75063;SP;ATACADO;210000;1061000;713;3,9375;1053;12,6;22194,8475;25315,68;6147,51
78658;SP;SERVICOS ADMINISTRATIVOS;45000;4000;491;4,8615;0;9,45;10955,9835;12509,46;0
98535;CE;PRODUTOS DE AGROPECUARIA;35000;0;737;4,599;0;12,6;17853,99;21050,04;0
118959;SP;SERVICOS PROFISSIONAIS E TECNICOS;15000;0;541;4,1895;0;12,6;5550,468;6630,24;0
137773;GO;VAREJO;40000;9000;370;5,0505;1108;6,3;5408,4555;5932,86;2966,43
142587;SC;INDUSTRIA DA CONSTRUCAO;65000;123000;269;5,229;1200;12,6;16646,2485;20432,4;20432,4
144746;PR;BENS DE CONSUMO;124000;45000;138;5,04;0;12,6;16649,9445;20775,6;0
153058;SP;VAREJO;110000;1000;493;3,8745;864;12,6;27751,6575;32416,2;5042,62
171374;SC;TEXTEIS;49000;195000;404;5,082;0;12,6;11098,794;13705,2;0
10879;MG;SERVICOS PROFISSIONAIS E TECNICOS;16000;0;403;4,851;0;12,6;5579,7945;6681,72;0
11460;SP;BENS DE CONSUMO;600000;2435000;823;4,1685;0;12,6;33474,735;38448,96;0
17315;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;20000;5000;346;5,67;0;12,6;11097,681;13984,32;0
18884;SP;VAREJO;68000;194000;371;4,83;0;12,6;22194,312;26543,04;0
18960;SP;SERVICOS DIVERSOS;110000;190000;477;4,5675;1501;12,6;11098,4475;13255,44;13255,44
27594;CE;SERVICOS DE ALOJAMENTO/ALIMENTACAO;45000;7000;423;4,536;0;12,6;11098,332;13209,6;0
31627;RJ;SERVICOS DE ALOJAMENTO/ALIMENTACAO;90000;1000;316;4,8825;0;12,6;11097,3975;13341,84;0
33895;GO;VAREJO;150000;373000;545;3,6015;0;12,6;72530,598;80760,24;0
43629;MA;SERVICOS ADMINISTRATIVOS;110000;6000;472;4,7985;0;12,6;11097,366;13271,76;0
57281;TO;VAREJO;250000;0;172;4,3365;1318;12,6;39063,99;45698,64;41890,42
68620;SC;VAREJO;130000;328000;473;4,2315;1183;6,3;32551,512;34700,22;16440,01
75783;RJ;SERVICOS DE ALOJAMENTO/ALIMENTACAO;30000;5000;517;4,557;0;12,6;16647,078;19790,88;0
77513;PE;VAREJO;85000;0;439;4,8405;1284;6,3;10848,033;11706;9755
98947;MG;VAREJO;40000;1000;398;5,3235;1137;12,6;11097,9225;13759,2;9119,04
126560;RS;SERVICOS ADMINISTRATIVOS;30000;3000;468;4,851;0;12,6;22201,074;27550,2;0
149369;SP;VAREJO;55000;0;457;4,4625;0;12,6;16648,0545;19805,16;0
149601;MG;VAREJO;20000;6000;341;5,586;0;12,6;5549,9535;7149,6;0
2137;MG;ATACADO;12000;0;85;5,103;1682;12,6;11097,408;13505,88;11204,29
3577;RS;VAREJO;25000;2000;353;4,788;0;12,6;16646,1015;19907,64;0
6771;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;25000;5000;556;4,5255;0;12,6;16649,1045;20022,24;0
10777;SP;SERVICOS ADMINISTRATIVOS;85000;0;298;5,6595;0;12,6;11170,908;14662,92;0
16019;SE;INDUSTRIA DIGITAL;82000;0;313;4,599;0;12,6;22194,522;26233,44;0
22664;CE;SERVICOS DIVERSOS;27000;50000;295;5,292;1171;12,6;11099,8755;14047,92;5835,48
27978;PI;VAREJO;40000;18000;188;6,111;0;12,6;5549,3655;7258,56;0
33335;SP;INDUSTRIA DIGITAL;15000;15000;842;4,746;0;12,6;13316,772;15879,48;0
42275;MA;SERVICOS DE EDUCACAO;102000;11000;352;4,326;1379;18,9;27962,3715;36216;34204
42743;GO;ATACADO;30000;37000;371;5,166;0;6,3;7594,6815;8320,08;0
53308;SP;SERVICOS DE EDUCACAO;50000;33000;514;4,7775;0;12,6;16646,133;19907,76;0
69124;BA;VAREJO;60000;5000;327;4,9455;1066;18,9;34142,724;46023,66;23011,83
77607;MG;SERVICOS ADMINISTRATIVOS;70000;11000;405;4,1895;1269;12,6;11100,138;13163,64;12066,67
97415;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;200000;29000;209;3,738;0;12,6;78105,0165;87494,64;0
102100;PE;VAREJO;35000;8000;639;5,397;1078;6,3;5408,0985;5950,98;1378,24
117731;BA;VAREJO;10000;487;539;5,523;0;12,6;5548,746;6920,76;0
124149;MG;VAREJO;25000;9000;472;4,389;0;6,3;10815,6615;11482,02;0
127404;SP;SERVICOS PROFISSIONAIS E TECNICOS;50000;0;439;4,6935;0;12,6;22197,4515;26770,56;0
135028;MA;INDUSTRIA DA CONSTRUCAO;95000;8000;366;5,5755;0;6,3;10816,9215;12069,6;0
135761;SC;SERVICOS DE ALOJAMENTO/ALIMENTACAO;30000;16000;468;5,0925;0;10,5;11005,2705;13242,3;0
136102;SP;SERVICOS ADMINISTRATIVOS;145000;256000;154;4,053;0;12,6;39066,9615;45075,36;0
148116;GO;SERVICOS PROFISSIONAIS E TECNICOS;15000;0;581;5,355;0;12,6;5548,599;6831,48;0
155752;MG;BENS DE CONSUMO;25000;17000;368;4,9875;0;6,3;5409,075;5996,28;0
167205;RJ;VAREJO;21000;1000;245;5,796;1137;9,45;5503,4595;6635,7;5853,54
4699;RJ;SERVICOS ADMINISTRATIVOS;30000;0;506;4,7775;0;12,6;11097,765;13321,2;0
22025;DF;INDUSTRIA DIGITAL;180000;257000;154;5,1555;0;12,6;27918,1035;35016,6;0
28361;SP;INDUSTRIA DA CONSTRUCAO;45000;1000;537;5,586;420;12,6;5549,838;7128,72;2055,47
30428;SP;VAREJO;15000;0;410;5,3025;1456;12,6;5548,746;6831,6;6831,6
45886;GO;VAREJO;54000;0;620;5,376;1406;6,3;11084,1045;11992,98;11992,98
61113;SP;SERVICOS DIVERSOS;65000;13000;407;4,578;0;12,6;22195,509;26326,2;0
78833;RS;INDUSTRIA DA CONSTRUCAO;280000;313000;332;4,011;1114;6,3;54240,186;57006,48;40032,09
96078;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;19000;0;731;4,893;1282;12,6;11094,7935;13016,88;13016,88
117749;PA;VAREJO;50000;97000;295;5,0715;1150;6,3;10818,339;12055,44;5984,2
121749;PE;SERVICOS ADMINISTRATIVOS;330000;165000;266;3,654;0;12,6;111667,4055;127359,84;0
122781;CE;SERVICOS DIVERSOS;55000;2000;181;4,0425;0;10,5;22005,606;24556,3;20638,63
127147;RJ;SERVICOS DE ALOJAMENTO/ALIMENTACAO;10000;12000;533;4,6725;0;6,3;5409,264;5952;0
130633;SP;VAREJO;30000;0;303;5,5545;0;12,6;5548,746;6930,96;0
134796;SP;VAREJO;12500;1000;198;5,565;1203;3,15;2136,309;2304,99;2304,99
152748;MT;BENS DE CAPITAL;35000;32000;355;5,2605;0;12,6;14425,9605;17612,64;0
163209;DF;DIVERSOS;30000;0;516;5,2815;0;12,6;13161,1095;16498,2;8560,4
165282;BA;VAREJO;60000;25000;377;4,7565;0;6,3;21640,206;24256,98;0
170301;SE;SERVICOS ADMINISTRATIVOS;40000;6000;348;5,46;1140;12,6;11098,5;13959,6;12711,5
170716;ES;TRANSPORTE;60000;0;457;4,578;0;12,6;8927,0265;10513,2;0
22990;RR;SERVICOS ADMINISTRATIVOS;23000;1000;578;4,8825;0;12,6;11164,65;13647,84;0
26201;MG;BENS DE CONSUMO;400000;505000;133;5,1135;1290;12,6;67014,822;84379,56;49221,41
40184;CE;VAREJO;34000;0;320;5,1135;0;12,6;11097,366;13505,88;0
62258;BA;INDUSTRIA DA CONSTRUCAO;200000;125000;389;4,494;0;6,3;54283,9395;59480,7;0
98735;SP;SERVICOS PROFISSIONAIS E TECNICOS;28000;0;635;4,7565;0;12,6;5548,305;6573,72;0
122932;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;70000;15000;316;4,9665;0;12,6;22193,9865;26698,2;0
125597;SP;VAREJO;20000;7000;581;5,4285;0;12,6;16649,577;21207,12;0
146808;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;220000;27000;448;3,8325;0;12,6;22195,6665;25258,92;0
4517;SP;SERVICOS ADMINISTRATIVOS;424000;271781;260;4,053;0;12,6;55844,7225;65739,72;0
4619;SP;VAREJO;45000;0;463;4,8195;0;12,6;16645,755;19907,28;0
6702;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;70000;58000;286;4,809;0;12,6;5548,62;6635,76;0
7323;CE;VAREJO;2000000;0;326;4,116;0;6,3;54236,448;57081,3;0
21139;SP;VAREJO;18000;32000;299;5,712;0;12,6;13316,4255;16680,36;0
24546;SP;INDUSTRIA DIGITAL;45000;2000;209;5,0085;0;12,6;11100,2955;13868,76;0
35522;MA;VAREJO;80000;8000;643;4,326;0;8,4;32727,744;35958;0
50305;PR;VAREJO;81000;11000;745;4,3575;0;12,6;22194,8265;25925,88;0
51917;PR;VAREJO;185000;432000;543;3,8535;1186;12,6;51368,7825;59379;29441,56
59496;RS;QUIMICA-PETROQUIMICA;190000;880000;196;4,074;267;12,6;66999,975;78411,72;54817,1
64264;RO;VAREJO;28000;0;408;5,3235;0;12,6;11097,324;13663,08;0
80585;SP;SERVICOS DIVERSOS;50000;911;331;5,25;0;12,6;11098,353;13770,84;0
82757;SP;ATACADO;180000;54000;326;3,6855;0;10,5;55283,025;60751;0
116951;PR;ATACADO;170000;40000;201;4,8195;0;6,3;27047,538;30063,84;0
131789;SC;INDUSTRIA DA CONSTRUCAO;40000;0;189;5,208;0;12,6;7703,829;9612,72;0
170135;SP;VAREJO;30000;10000;412;5,1765;0;12,6;16648,8525;20769;12571,34
3753;MG;VAREJO;98000;0;307;4,662;0;12,6;39054,8025;46161,96;0
7836;MA;VAREJO;45000;20000;531;5,124;0;12,6;22194,564;27011,52;0
92857;BA;VAREJO;20000;14000;333;5,292;0;12,6;5549,586;6966,24;0
98326;DF;INDUSTRIA DIGITAL;40000;16000;224;5,1555;0;12,6;16650,039;20937,12;0
106454;SP;INDUSTRIA DA CONSTRUCAO;50000;1000;416;5,2185;0;10,5;22106,889;25945;0
159866;MS;VAREJO;180000;82000;281;4,8825;0;12,6;11159,715;13411,92;0
9664;PR;VAREJO;160000;50001;564;3,948;0;6,3;21636,1845;23110,8;0
25822;SP;SERVICOS DIVERSOS;100000;69000;440;4,5885;0;12,6;39084,5385;47271,96;0
89766;SP;INDUSTRIA DA CONSTRUCAO;70000;2000;151;4,8405;1263;6,3;10848,033;11706;11706
103844;MG;VAREJO;250000;16000;104;3,7065;0;6,3;32448,612;33877,32;0
113325;SP;SERVICOS PROFISSIONAIS E TECNICOS;80000;21000;219;6,4155;0;12,6;11098,689;14765,04;0
119359;BA;BENS DE CAPITAL;20000;0;372;5,0505;0;12,6;11100,642;13959;0
122379;DF;VAREJO;30000;2000;345;5,3865;1168;12,6;5549,628;7009,8;5841,5
122894;SP;VAREJO;60000;17000;308;4,9665;1088;12,6;5548,494;6674,52;3865,91
143113;CE;VAREJO;45000;0;598;4,3365;0;12,6;11099,151;13164;0
161318;GO;VAREJO;120000;196000;609;3,8745;0;12,6;29971,4205;34976,16;0
8338;MS;BENS DE CONSUMO;198000;0;303;4,9035;0;12,6;27903,624;33781,44;11788,01
15658;SP;SERVICOS DE SAUDE;180000;37000;351;4,3155;0;12,6;22199,52;26443,2;0
34786;PA;QUIMICA-PETROQUIMICA;350000;31000;327;3,78;0;4,2;16089,276;16667,8;0
35687;PE;ATACADO;120000;62000;328;4,494;0;12,6;39053,721;45672,84;0
82318;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;1013260;10716000;766;3,864;0;12,6;111682,473;129568,8;0
85229;SC;VAREJO;280000;136000;270;3,6855;0;6,3;32551,512;34076,28;0
106370;GO;VAREJO;40000;1000;351;5,0295;1079;12,6;11096,9355;13393,56;6643,06
110888;MG;SERVICOS DE ALOJAMENTO/ALIMENTACAO;80000;0;494;5,019;0;12,6;27752,0145;34898,16;0
112806;SP;QUIMICA-PETROQUIMICA;20000;18000;207;5,628;0;12,6;11154,045;13660,68;0
113203;CE;SERVICOS DE EDUCACAO;45000;0;356;4,8405;0;12,6;16647,3615;20154,12;0
116794;SP;PAPEL E CELULOSE;60000;700;884;4,3155;0;12,6;22198,806;26357,04;0
122050;PE;VAREJO;70000;17000;522;5,0715;0;12,6;27742,092;33525,48;0
123973;RJ;SERVICOS DE SAUDE;300000;244000;545;3,6645;0;10,5;110586,672;122046,5;0
167046;CE;TELECOM;56666,7;67000;437;4,8615;0;12,6;22198,449;27175,92;0
513;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;8000;5000;119;5,6175;0;12,6;5548,7355;6950,4;0
7349;SC;ATACADO;320000;657000;409;4,074;0;12,6;55832,7315;65342,52;0
7510;PR;VAREJO;20000;5000;225;5,25;0;12,6;11097,198;13584,12;0
29154;BA;TRANSPORTE;135000;0;534;4,3575;0;12,6;11097,4395;12963;0
31866;DF;VAREJO;56000;7000;440;4,5045;0;12,6;22200,5595;26881,68;0
36159;RO;INDUSTRIA DA CONSTRUCAO;220000;50000;208;4,7985;1253;6,3;108511,7775;118102,38;19197,77
37355;SP;SERVICOS DE EDUCACAO;208000;70000;490;4,242;0;12,6;33293,883;38825,28;0
61650;SP;;45000;4000;270;4,977;0;11,55;11112,6645;13421,1;0
63539;SP;SERVICOS ADMINISTRATIVOS;35000;0;167;6,384;0;12,6;5548,662;7231,56;0
64712;PR;VAREJO;80000;27000;458;4,389;0;6,3;16228,4115;17741,52;0
105965;PB;SERVICOS DE EDUCACAO;30000;0;271;5,3655;0;6,3;10818,066;12142,32;0
137163;PR;SIDERURGICA-METALURGIA;80000;0;476;4,6725;0;6,3;5409,0645;5930,22;0
138694;ES;SERVICOS DIVERSOS;12000;5000;624;5,4075;0;12,6;11099,151;14019,48;0
152261;SP;VAREJO;16000;1000;475;5,334;0;12,6;7810,7715;9574,2;0
2843;SP;VAREJO;45000;29000;879;4,2525;0;12,6;16646,133;19329,48;0
4093;SP;SERVICOS PROFISSIONAIS E TECNICOS;550000;516000;337;3,969;0;12,6;55841,0475;65226,96;0
11108;BA;VAREJO;100000;139680;243;4,8195;1547;12,6;8324,043;10114,2;9271,35
34287;CE;VAREJO;80000;23000;511;3,801;0;10,5;55270,887;60736,6;0
36655;SP;ATACADO;23000;0;735;4,6725;0;12,6;16749,474;20327,4;0
59946;SP;BENS DE CONSUMO;250000;1020000;542;4,0845;0;12,6;66992,331;78173,04;0
66066;MT;VAREJO;110000;96000;449;4,221;0;15,75;33722,3355;41694;0
71617;PR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;115000;262;804;3,906;0;12,6;66968,0025;76422,12;0
130207;SP;VAREJO;40000;20000;748;4,4835;0;12,6;16753,821;20286,84;0
132070;GO;VAREJO;13000;3000;340;5,0925;0;12,6;9988,881;12334,68;0
157256;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;50000;24000;259;5,082;0;6,3;10818,2865;12052,98;0
158630;SP;TRANSPORTE;100000;8000;110;5,124;0;6,3;16224,0855;17679,6;0
160848;RO;VAREJO;16077,6;14000;484;4,9245;0;10,5;7703,934;9218,1;0
165977;BA;ATACADO;23000;62000;807;5,1555;0;12,6;14802,9105;18399;0
164;SP;VAREJO;66666;3000;800;3,822;0;12,6;44634,0615;50302,32;0
13761;PA;VAREJO;90000;60000;296;4,5675;0;6,3;16224,012;17373,18;0
13957;RS;VAREJO;39900;9000;786;4,494;0;12,6;22196,9895;26406,36;0
15354;SP;SERVICOS DE SAUDE;35000;0;153;5,6175;1534;12,6;5550,048;7180,92;7180,92
28956;MG;TELECOM;30000;4000;395;4,5465;878;12,6;22196,097;26357,4;6238,89
49301;SP;SERVICOS ADMINISTRATIVOS;45000;0;715;4,7145;0;12,6;12207,3315;14565,96;0
55855;SP;VAREJO;300000;99000;114;4,557;1382;12,6;39055,212;45891;45891
65793;MG;VAREJO;50000;67000;488;5,103;0;12,6;16646,658;20340,36;0
74692;SP;SERVICOS DIVERSOS;180000;235000;146;4,2525;0;9,45;49542,57;55959,93;0
83018;SC;VAREJO;300000;317000;182;4,6095;1046;12,6;44635,7625;52685,4;17448,3
92700;SP;SERVICOS PROFISSIONAIS E TECNICOS;600000;225000;418;4,0425;0;12,6;72527,595;82725,84;0
133706;SC;VAREJO;10000;3000;486;5,355;0;12,6;5548,5885;6831,48;0
146238;SP;SERVICOS ADMINISTRATIVOS;30000;0;206;5,187;0;12,6;11162,8335;13802,4;0
151203;SP;TRANSPORTE;23000;102000;439;5,8065;0;10,5;11057,2455;13531,2;0
167921;MA;TRANSPORTE;82000;88000;252;4,6305;0;12,6;27748,791;33623,52;0
789;SP;SERVICOS ADMINISTRATIVOS;174000;7000;264;4,5885;710;12,6;27743,3415;32792,04;15201,59
6000;SP;SERVICOS DE SAUDE;2400000;1337010;678;3,927;1176;12,6;55830,7995;64675,56;15621,02
6318;PE;SERVICOS PROFISSIONAIS E TECNICOS;35000;0;361;5,3865;0;12,6;16739,919;20687,04;0
8177;SC;VAREJO;170000;96000;242;4,557;1532;12,6;22197,3465;26541,96;22050,89
15448;SP;VAREJO;30000;376;161;5,6595;1462;12,6;8877,8025;11120,4;8129,55
24951;MG;ATACADO;200000;619000;175;5,124;0;12,6;33291,237;40412,88;0
51399;RO;ATACADO;50000;40000;221;4,6305;0;12,6;16744,0875;20021,4;0
51983;SP;VAREJO;120000;113000;737;4,0425;0;12,6;21086,247;24316,08;0
55621;PR;VAREJO;200000;3000;254;4,977;0;6,3;32448,612;35244,66;0
59103;SP;VAREJO;120000;137000;504;4,263;0;8,4;32865,588;36340,56;0
77421;SP;PAPEL E CELULOSE;250000;125000;644;3,99;0;6,3;16272,2805;17102,16;0
120419;PR;ATACADO;200000;455000;338;4,6095;0;3,15;16018,6425;16476;0
151091;SP;SERVICOS DE ALOJAMENTO/ALIMENTACAO;55000;121000;470;5,2605;1099;11,55;11111,625;13589,07;9845,65
170684;RN;VAREJO;200000;33000;179;6,2685;1074;6,3;5425,9695;6218,4;3082,26
170887;AM;VAREJO;15000;9000;166;5,4075;0;12,6;5549,334;6970,08;0
19;RJ;VAREJO;40000;0;690;4,053;1767;12,6;11097,1035;12708,72;9475,58
12537;SP;VAREJO;180000;144000;110;5,082;0;6,3;10854,165;12048,18;0
15905;PA;SERVICOS DE SAUDE;17000;0;466;5,1555;0;5,25;5385,219;5797;0
18629;PI;VAREJO;40000;400;297;5,0295;0;10,5;11003,2545;12929,2;0
49671;BA;SERVICOS DE EDUCACAO;25000;0;640;4,536;1134;12,6;11097,4395;13093,8;7085,93
64201;CE;TELECOM;20000;0;517;5,292;0;12,6;11098,584;13836,36;0
82342;MT;VAREJO;280000;143000;396;3,885;1218;6,3;21632,709;22735,98;11367,99
88603;GO;SERVICOS PROFISSIONAIS E TECNICOS;15000;0;351;5,754;0;6,3;5429,5605;6288,72;0
89308;SP;SERVICOS DIVERSOS;200000;29000;230;4,5045;1197;6,3;16224,537;17393,34;8712,67
102889;SP;SERVICOS PROFISSIONAIS E TECNICOS;60000;172000;610;3,5595;1217;12,6;33302,3355;38143,32;34964,71
119574;SP;SERVICOS ADMINISTRATIVOS;45000;0;515;4,5885;0;12,6;16645,923;19675,08;0
129087;SP;ATACADO;10000;38000;455;5,4915;0;4,2;10725,6975;11574,2;0
131374;MT;VAREJO;70000;23000;245;5,4915;0;6,3;5408,8125;6067,14;0
141352;SP;TEXTEIS;60000;0;332;5,019;0;10,5;5502,105;6525,2;0
159044;AC;VAREJO;140000;389000;328;4,011;0;18,9;80261,349;101022,12;0
